Model,Accuracy,Accuracy,f1_macro,f1_macro
,mean,std,mean,std
BiLSTM,0.8791240116871586,0.04909416896888117,0.6703569975052738,0.06940461186372361
GatedConvNet,0.8782256966233007,0.04607082228313567,0.635420428239531,0.055778066174299194
LSTM,0.8763392929970732,0.05194835970591207,0.6579508200973023,0.07093627649413876
RNN,0.8812118377409162,0.04852831479024255,0.6749851239256722,0.05154638735012734
Transformer,0.8779945773739594,0.04560097440170743,0.6902532655584411,0.057019395497884276
